gene,Gname,Gnomon,Scaffold,Begin,End,Or,KOG_JGI
GENE:JGI_V11_225089,estExt_fgenesh1_pg.C_290222,NCBI_GNO_424294,scaffold_29,1231924,1232721,+,0
GENE:JGI_V11_225098,estExt_fgenesh1_pg.C_300018,NCBI_GNO_70304,scaffold_30,186210,189139,-,0
GENE:JGI_V11_225168,estExt_fgenesh1_pg.C_300153,NCBI_GNO_300304,scaffold_30,975984,981169,-,KOG1134
GENE:JGI_V11_225197,estExt_fgenesh1_pg.C_310048,NCBI_GNO_106314,scaffold_31,319722,322063,+,KOG2183
GENE:JGI_V11_225204,estExt_fgenesh1_pg.C_310061,NCBI_GNO_126314,scaffold_31,451138,453999,-,KOG1516
GENE:JGI_V11_225207,estExt_fgenesh1_pg.C_310065,NCBI_GNO_130314,scaffold_31,461796,464728,-,KOG1516
GENE:JGI_V11_225231,estExt_fgenesh1_pg.C_310126,NCBI_GNO_262314,scaffold_31,984370,987097,-,KOG2063
GENE:JGI_V11_225232,estExt_fgenesh1_pg.C_310127,NCBI_GNO_264314,scaffold_31,988080,989026,+,0
GENE:JGI_V11_225247,estExt_fgenesh1_pg.C_320006,NCBI_GNO_42323,scaffold_32,28819,30914,-,KOG4213
GENE:JGI_V11_225254,estExt_fgenesh1_pg.C_320015,NCBI_GNO_72324,scaffold_32,64810,65954,+,0
GENE:JGI_V11_225263,estExt_fgenesh1_pg.C_320032,NCBI_GNO_94324,scaffold_32,156016,157125,+,KOG4568
GENE:JGI_V11_225264,estExt_fgenesh1_pg.C_320034,NCBI_GNO_98324,scaffold_32,170469,176746,-,KOG3815
GENE:JGI_V11_225308,estExt_fgenesh1_pg.C_320118,NCBI_GNO_214324,scaffold_32,1028078,1029665,+,KOG3573
GENE:JGI_V11_225339,estExt_fgenesh1_pg.C_330055,NCBI_GNO_120334,scaffold_33,380993,386134,-,KOG0603
GENE:JGI_V11_225348,estExt_fgenesh1_pg.C_330122,NCBI_GNO_284334,scaffold_33,927744,929430,-,0
GENE:JGI_V11_225352,estExt_fgenesh1_pg.C_330130,NCBI_GNO_304334,scaffold_33,970220,972104,-,KOG2177
GENE:JGI_V11_225360,estExt_fgenesh1_pg.C_340008,NCBI_GNO_382334,scaffold_34,124681,129345,-,KOG2210
GENE:JGI_V11_225377,estExt_fgenesh1_pg.C_340131,NCBI_GNO_692334,scaffold_34,1019007,1021376,+,0
GENE:JGI_V11_225380,estExt_fgenesh1_pg.C_350016,NCBI_GNO_74344,scaffold_35,159171,161762,-,KOG1878
GENE:JGI_V11_225412,estExt_fgenesh1_pg.C_350072,NCBI_GNO_144344,scaffold_35,378903,385658,+,KOG1870
GENE:JGI_V11_225438,estExt_fgenesh1_pg.C_350142,NCBI_GNO_300344,scaffold_35,892510,895071,+,KOG2425
GENE:JGI_V11_225443,estExt_fgenesh1_pg.C_360002,NCBI_GNO_392344,scaffold_36,9941,11706,-,KOG3714
GENE:JGI_V11_225444,estExt_fgenesh1_pg.C_360003,NCBI_GNO_394344,scaffold_36,14152,15236,+,KOG3627
GENE:JGI_V11_225451,estExt_fgenesh1_pg.C_360033,NCBI_GNO_384343,scaffold_36,194891,196110,+,0
GENE:JGI_V11_225455,estExt_fgenesh1_pg.C_360041,NCBI_GNO_466344,scaffold_36,223493,225804,-,KOG0504
GENE:JGI_V11_225456,estExt_fgenesh1_pg.C_360049,NCBI_GNO_482344,scaffold_36,276290,283791,+,0
GENE:JGI_V11_225461,estExt_fgenesh1_pg.C_360081,NCBI_GNO_528344,scaffold_36,445680,452210,-,KOG1181
GENE:JGI_V11_225464,estExt_fgenesh1_pg.C_360086,NCBI_GNO_474343,scaffold_36,463998,464946,+,0
GENE:JGI_V11_225476,estExt_fgenesh1_pg.C_360123,NCBI_GNO_614344,scaffold_36,638413,639709,+,0
GENE:JGI_V11_225477,estExt_fgenesh1_pg.C_360128,NCBI_GNO_624344,scaffold_36,647674,649669,+,KOG3567
GENE:JGI_V11_225478,estExt_fgenesh1_pg.C_360129,NCBI_GNO_626344,scaffold_36,650500,653337,+,KOG2228
GENE:JGI_V11_225479,estExt_fgenesh1_pg.C_360130,NCBI_GNO_534343,scaffold_36,653965,655208,-,0
GENE:JGI_V11_225480,estExt_fgenesh1_pg.C_360132,NCBI_GNO_630344,scaffold_36,662523,664540,-,KOG3627
GENE:JGI_V11_225483,estExt_fgenesh1_pg.C_360136,NCBI_GNO_542343,scaffold_36,683294,685144,-,0
GENE:JGI_V11_225485,estExt_fgenesh1_pg.C_360138,NCBI_GNO_644344,scaffold_36,692460,694204,-,0
GENE:JGI_V11_225491,estExt_fgenesh1_pg.C_360161,NCBI_GNO_690344,scaffold_36,886020,887449,+,0
GENE:JGI_V11_225495,estExt_fgenesh1_pg.C_360175,NCBI_GNO_586343,scaffold_36,954196,959588,-,KOG3627
GENE:JGI_V11_225508,estExt_fgenesh1_pg.C_360197,NCBI_GNO_734344,scaffold_36,995365,995910,+,0
GENE:JGI_V11_225511,estExt_fgenesh1_pg.C_360203,NCBI_GNO_746344,scaffold_36,1009176,1011529,+,KOG3627
GENE:JGI_V11_225529,estExt_fgenesh1_pg.C_370118,NCBI_GNO_294354,scaffold_37,828881,831508,+,KOG0158
GENE:JGI_V11_225545,estExt_fgenesh1_pg.C_380058,NCBI_GNO_392353,scaffold_38,400272,401574,-,0
GENE:JGI_V11_225552,estExt_fgenesh1_pg.C_380086,NCBI_GNO_450353,scaffold_38,684545,687192,+,KOG1881
GENE:JGI_V11_225553,estExt_fgenesh1_pg.C_380087,NCBI_GNO_450353,scaffold_38,687133,688582,-,KOG4746
GENE:JGI_V11_225579,estExt_fgenesh1_pg.C_390002,NCBI_GNO_56364,scaffold_39,17305,20002,+,KOG2359
GENE:JGI_V11_225583,estExt_fgenesh1_pg.C_390011,NCBI_GNO_68364,scaffold_39,145388,149052,-,0
GENE:JGI_V11_225595,estExt_fgenesh1_pg.C_390030,NCBI_GNO_100364,scaffold_39,201403,202235,-,KOG0335
GENE:JGI_V11_225596,estExt_fgenesh1_pg.C_390031,NCBI_GNO_104364,scaffold_39,202597,203633,-,KOG0335
GENE:JGI_V11_225597,estExt_fgenesh1_pg.C_390035,NCBI_GNO_86363,scaffold_39,220371,222352,+,KOG3756
GENE:JGI_V11_225600,estExt_fgenesh1_pg.C_390041,NCBI_GNO_98363,scaffold_39,327697,329993,+,KOG0038
GENE:JGI_V11_225606,estExt_fgenesh1_pg.C_390053,NCBI_GNO_124364,scaffold_39,432912,438074,+,KOG4367
GENE:JGI_V11_225607,estExt_fgenesh1_pg.C_390055,NCBI_GNO_148363,scaffold_39,447885,449236,-,KOG4415
GENE:JGI_V11_225615,estExt_fgenesh1_pg.C_390075,NCBI_GNO_158364,scaffold_39,563525,566576,-,KOG2992
GENE:JGI_V11_225638,estExt_fgenesh1_pg.C_390133,NCBI_GNO_414363,scaffold_39,972525,973541,-,0
GENE:JGI_V11_225651,estExt_fgenesh1_pg.C_400017,NCBI_GNO_364364,scaffold_40,83942,85721,-,0
GENE:JGI_V11_225662,estExt_fgenesh1_pg.C_400043,NCBI_GNO_556363,scaffold_40,208237,210313,+,KOG2194
GENE:JGI_V11_225665,estExt_fgenesh1_pg.C_400050,NCBI_GNO_600363,scaffold_40,250251,253472,+,KOG0946
GENE:JGI_V11_225672,estExt_fgenesh1_pg.C_400066,NCBI_GNO_452364,scaffold_40,376226,379378,+,KOG1987
GENE:JGI_V11_225684,estExt_fgenesh1_pg.C_400096,NCBI_GNO_510364,scaffold_40,564976,566751,+,KOG1987
GENE:JGI_V11_225691,estExt_fgenesh1_pg.C_400119,NCBI_GNO_554364,scaffold_40,679344,680348,-,0
GENE:JGI_V11_225703,estExt_fgenesh1_pg.C_400146,NCBI_GNO_598364,scaffold_40,788225,790784,-,KOG0382
GENE:JGI_V11_225707,estExt_fgenesh1_pg.C_400177,NCBI_GNO_670364,scaffold_40,958136,959415,-,0
GENE:JGI_V11_225708,estExt_fgenesh1_pg.C_410003,NCBI_GNO_22374,scaffold_41,33402,35107,+,KOG4210
GENE:JGI_V11_225719,estExt_fgenesh1_pg.C_410053,NCBI_GNO_156374,scaffold_41,430469,432826,-,0
GENE:JGI_V11_225730,estExt_fgenesh1_pg.C_410100,NCBI_GNO_278374,scaffold_41,794875,797324,-,KOG3900
GENE:JGI_V11_225734,estExt_fgenesh1_pg.C_410127,NCBI_GNO_340374,scaffold_41,1012214,1015913,-,KOG0049
GENE:JGI_V11_225749,estExt_fgenesh1_pg.C_420035,NCBI_GNO_484374,scaffold_42,318993,325178,+,KOG0236
GENE:JGI_V11_225784,estExt_fgenesh1_pg.C_420116,NCBI_GNO_584374,scaffold_42,855470,858008,-,KOG0992
GENE:JGI_V11_225802,estExt_fgenesh1_pg.C_420139,NCBI_GNO_600374,scaffold_42,902891,906409,-,KOG2714
GENE:JGI_V11_225803,estExt_fgenesh1_pg.C_420140,NCBI_GNO_604374,scaffold_42,906926,911920,-,KOG3627
GENE:JGI_V11_225818,estExt_fgenesh1_pg.C_420165,NCBI_GNO_858373,scaffold_42,998059,999756,-,0
GENE:JGI_V11_225832,estExt_fgenesh1_pg.C_430020,NCBI_GNO_92384,scaffold_43,138365,141254,-,0
GENE:JGI_V11_225854,estExt_fgenesh1_pg.C_430044,NCBI_GNO_106384,scaffold_43,175307,175883,+,0
GENE:JGI_V11_225885,estExt_fgenesh1_pg.C_430086,NCBI_GNO_268383,scaffold_43,522901,524521,+,KOG1769
GENE:JGI_V11_225892,estExt_fgenesh1_pg.C_430096,NCBI_GNO_192384,scaffold_43,594649,597771,-,KOG2328
GENE:JGI_V11_225899,estExt_fgenesh1_pg.C_430109,NCBI_GNO_216384,scaffold_43,739717,741667,+,0
GENE:JGI_V11_225906,estExt_fgenesh1_pg.C_430118,NCBI_GNO_222384,scaffold_43,767909,776412,-,KOG0393
GENE:JGI_V11_225907,estExt_fgenesh1_pg.C_430119,NCBI_GNO_404383,scaffold_43,785446,787351,+,KOG0274
GENE:JGI_V11_225914,estExt_fgenesh1_pg.C_430143,NCBI_GNO_264384,scaffold_43,976679,978719,+,KOG0118
GENE:JGI_V11_225916,estExt_fgenesh1_pg.C_430146,NCBI_GNO_474383,scaffold_43,985300,987099,-,0
GENE:JGI_V11_225937,estExt_fgenesh1_pg.C_440012,NCBI_GNO_306384,scaffold_44,29938,32881,-,KOG2766
GENE:JGI_V11_225946,estExt_fgenesh1_pg.C_440080,NCBI_GNO_466384,scaffold_44,581526,583373,+,0
GENE:JGI_V11_225993,estExt_fgenesh1_pg.C_450098,NCBI_GNO_188394,scaffold_45,617181,618582,+,0
GENE:JGI_V11_225995,estExt_fgenesh1_pg.C_450133,NCBI_GNO_324394,scaffold_45,895392,897668,-,0
GENE:JGI_V11_226008,estExt_fgenesh1_pg.C_460035,NCBI_GNO_446393,scaffold_46,179054,180152,-,KOG4415
GENE:JGI_V11_226030,estExt_fgenesh1_pg.C_460084,NCBI_GNO_492394,scaffold_46,415670,417783,+,0
GENE:JGI_V11_226032,estExt_fgenesh1_pg.C_460089,NCBI_GNO_504394,scaffold_46,444926,448761,-,KOG2624
GENE:JGI_V11_226035,estExt_fgenesh1_pg.C_460101,NCBI_GNO_520394,scaffold_46,505782,508599,-,KOG2396
GENE:JGI_V11_226042,estExt_fgenesh1_pg.C_460122,NCBI_GNO_576394,scaffold_46,642033,642833,-,0
GENE:JGI_V11_226045,estExt_fgenesh1_pg.C_460125,NCBI_GNO_580394,scaffold_46,652741,654691,-,KOG2206
GENE:JGI_V11_226046,estExt_fgenesh1_pg.C_460126,NCBI_GNO_582394,scaffold_46,656563,658120,+,KOG4157
GENE:JGI_V11_226059,estExt_fgenesh1_pg.C_470007,0,scaffold_47,49372,51424,+,0
GENE:JGI_V11_226060,estExt_fgenesh1_pg.C_470008,NCBI_GNO_54404,scaffold_47,57736,59749,+,0
GENE:JGI_V11_226061,estExt_fgenesh1_pg.C_470010,NCBI_GNO_22403,scaffold_47,64519,66514,+,0
GENE:JGI_V11_226067,estExt_fgenesh1_pg.C_470019,NCBI_GNO_38403,scaffold_47,102401,103997,+,KOG3627
GENE:JGI_V11_226068,estExt_fgenesh1_pg.C_470021,NCBI_GNO_50403,scaffold_47,119335,127056,-,KOG0441
GENE:JGI_V11_226070,estExt_fgenesh1_pg.C_470023,NCBI_GNO_66404,scaffold_47,130220,135903,-,KOG1832
GENE:JGI_V11_226073,estExt_fgenesh1_pg.C_470026,NCBI_GNO_70404,scaffold_47,139812,140809,+,KOG4415
GENE:JGI_V11_226075,estExt_fgenesh1_pg.C_470029,NCBI_GNO_74404,scaffold_47,151558,157284,-,KOG4338
GENE:JGI_V11_226079,estExt_fgenesh1_pg.C_470044,NCBI_GNO_102404,scaffold_47,291591,292238,-,KOG1437
GENE:JGI_V11_226082,estExt_fgenesh1_pg.C_470048,NCBI_GNO_200403,scaffold_47,330717,332050,+,0
GENE:JGI_V11_226094,estExt_fgenesh1_pg.C_470070,NCBI_GNO_150404,scaffold_47,575971,577412,+,0
GENE:JGI_V11_226103,estExt_fgenesh1_pg.C_470082,NCBI_GNO_436403,scaffold_47,637301,648811,-,KOG1565
GENE:JGI_V11_226104,estExt_fgenesh1_pg.C_470083,NCBI_GNO_174404,scaffold_47,649458,658022,-,KOG0979
GENE:JGI_V11_226107,estExt_fgenesh1_pg.C_470086,NCBI_GNO_180404,scaffold_47,666244,667937,-,0
GENE:JGI_V11_226110,estExt_fgenesh1_pg.C_470089,NCBI_GNO_186404,scaffold_47,676695,682957,-,KOG3248
GENE:JGI_V11_226155,estExt_fgenesh1_pg.C_480089,NCBI_GNO_514404,scaffold_48,695778,698013,-,0
GENE:JGI_V11_226158,estExt_fgenesh1_pg.C_480095,NCBI_GNO_776403,scaffold_48,733043,734175,-,0
GENE:JGI_V11_226181,estExt_fgenesh1_pg.C_490054,NCBI_GNO_130413,scaffold_49,450983,452492,+,KOG2510
GENE:JGI_V11_226183,estExt_fgenesh1_pg.C_490056,NCBI_GNO_150413,scaffold_49,456260,456815,-,KOG3460
GENE:JGI_V11_226200,estExt_fgenesh1_pg.C_500013,NCBI_GNO_326414,scaffold_50,83903,86577,-,0
GENE:JGI_V11_226202,estExt_fgenesh1_pg.C_500028,NCBI_GNO_364414,scaffold_50,187239,190979,-,0
GENE:JGI_V11_226211,estExt_fgenesh1_pg.C_510008,NCBI_GNO_20423,scaffold_51,32637,34671,+,KOG3888
GENE:JGI_V11_226214,estExt_fgenesh1_pg.C_510012,NCBI_GNO_60424,scaffold_51,46212,47930,+,KOG0619
GENE:JGI_V11_226224,estExt_fgenesh1_pg.C_510023,NCBI_GNO_42423,scaffold_51,64656,67752,+,0
GENE:JGI_V11_226226,estExt_fgenesh1_pg.C_510027,NCBI_GNO_74424,scaffold_51,85056,86080,-,KOG2992
GENE:JGI_V11_226227,estExt_fgenesh1_pg.C_510033,NCBI_GNO_66423,scaffold_51,97740,98481,-,KOG1596
GENE:JGI_V11_226256,estExt_fgenesh1_pg.C_510104,NCBI_GNO_274423,scaffold_51,728764,730132,+,KOG4852
GENE:JGI_V11_226262,estExt_fgenesh1_pg.C_510118,NCBI_GNO_238424,scaffold_51,777325,781063,-,KOG1075
GENE:JGI_V11_226316,estExt_fgenesh1_pg.C_520136,NCBI_GNO_618424,scaffold_52,847781,849830,+,0
GENE:JGI_V11_226343,estExt_fgenesh1_pg.C_530046,NCBI_GNO_104434,scaffold_53,280683,283059,+,KOG1847
GENE:JGI_V11_226357,estExt_fgenesh1_pg.C_530070,NCBI_GNO_262433,scaffold_53,369165,377880,+,KOG1265
GENE:JGI_V11_226387,estExt_fgenesh1_pg.C_530127,NCBI_GNO_490433,scaffold_53,738542,740068,-,KOG3108
GENE:JGI_V11_226406,estExt_fgenesh1_pg.C_540073,NCBI_GNO_504434,scaffold_54,516138,521912,+,KOG4471
GENE:JGI_V11_226424,estExt_fgenesh1_pg.C_540123,NCBI_GNO_596434,scaffold_54,748439,750552,+,KOG1812
GENE:JGI_V11_226428,estExt_fgenesh1_pg.C_540131,NCBI_GNO_750433,scaffold_54,811867,814791,-,KOG2291
GENE:JGI_V11_226459,estExt_fgenesh1_pg.C_550104,NCBI_GNO_214443,scaffold_55,807533,809549,-,KOG0330
GENE:JGI_V11_226463,estExt_fgenesh1_pg.C_560009,NCBI_GNO_274443,scaffold_56,112597,113642,+,KOG0192
GENE:JGI_V11_226467,estExt_fgenesh1_pg.C_560018,NCBI_GNO_254443,scaffold_56,167434,170588,+,KOG2072
GENE:JGI_V11_226474,estExt_fgenesh1_pg.C_560030,NCBI_GNO_308444,scaffold_56,348044,352120,-,KOG2491
GENE:JGI_V11_226482,estExt_fgenesh1_pg.C_560046,NCBI_GNO_384443,scaffold_56,462826,464065,-,KOG4495
GENE:JGI_V11_226484,estExt_fgenesh1_pg.C_560049,NCBI_GNO_368443,scaffold_56,498171,506438,+,KOG3538
GENE:JGI_V11_226495,estExt_fgenesh1_pg.C_560074,NCBI_GNO_384444,scaffold_56,654809,656702,-,KOG4847
GENE:JGI_V11_226529,estExt_fgenesh1_pg.C_580047,NCBI_GNO_224453,scaffold_58,328946,329818,+,KOG2332
GENE:JGI_V11_226547,estExt_fgenesh1_pg.C_580088,NCBI_GNO_334453,scaffold_58,466484,468144,-,KOG1531
GENE:JGI_V11_226564,estExt_fgenesh1_pg.C_580121,NCBI_GNO_476454,scaffold_58,712215,713486,-,0
GENE:JGI_V11_226568,estExt_fgenesh1_pg.C_590008,NCBI_GNO_36464,scaffold_59,131309,132423,+,0
GENE:JGI_V11_226573,estExt_fgenesh1_pg.C_590017,NCBI_GNO_50464,scaffold_59,163533,165576,-,KOG3627
GENE:JGI_V11_226626,estExt_fgenesh1_pg.C_600054,NCBI_GNO_420463,scaffold_60,224013,227023,+,KOG2667
GENE:JGI_V11_226635,estExt_fgenesh1_pg.C_600077,NCBI_GNO_350464,scaffold_60,460701,462957,+,KOG2287
GENE:JGI_V11_226650,estExt_fgenesh1_pg.C_600102,NCBI_GNO_556463,scaffold_60,570131,572521,-,KOG0362
GENE:JGI_V11_226653,estExt_fgenesh1_pg.C_600109,NCBI_GNO_580463,scaffold_60,588933,590632,-,0
GENE:JGI_V11_226671,estExt_fgenesh1_pg.C_610038,NCBI_GNO_120473,scaffold_61,230635,232275,-,KOG0613
GENE:JGI_V11_226689,estExt_fgenesh1_pg.C_610056,0,scaffold_61,235072,236342,+,0
GENE:JGI_V11_226706,estExt_fgenesh1_pg.C_610078,NCBI_GNO_150474,scaffold_61,313640,315087,-,0
GENE:JGI_V11_226709,estExt_fgenesh1_pg.C_610083,NCBI_GNO_160474,scaffold_61,335086,337043,-,KOG2806
GENE:JGI_V11_226727,estExt_fgenesh1_pg.C_610109,NCBI_GNO_198474,scaffold_61,456522,458928,+,KOG4381
GENE:JGI_V11_226732,estExt_fgenesh1_pg.C_610115,NCBI_GNO_300473,scaffold_61,464999,466982,+,0
GENE:JGI_V11_226734,estExt_fgenesh1_pg.C_610120,0,scaffold_61,480982,481865,+,KOG0118
GENE:JGI_V11_226735,estExt_fgenesh1_pg.C_610122,NCBI_GNO_304473,scaffold_61,486418,488048,-,0
GENE:JGI_V11_226743,estExt_fgenesh1_pg.C_610131,NCBI_GNO_216474,scaffold_61,507492,510369,+,KOG0819
GENE:JGI_V11_226762,estExt_fgenesh1_pg.C_610167,NCBI_GNO_262474,scaffold_61,663407,666873,-,0
GENE:JGI_V11_226776,estExt_fgenesh1_pg.C_620004,NCBI_GNO_360474,scaffold_62,68404,72570,+,KOG1281
GENE:JGI_V11_226784,estExt_fgenesh1_pg.C_620015,NCBI_GNO_376474,scaffold_62,144245,152158,-,KOG4658
GENE:JGI_V11_226789,estExt_fgenesh1_pg.C_620030,NCBI_GNO_402474,scaffold_62,273185,274606,-,KOG1181
GENE:JGI_V11_226800,estExt_fgenesh1_pg.C_620044,NCBI_GNO_426474,scaffold_62,336764,339734,+,KOG2410
GENE:JGI_V11_226844,estExt_fgenesh1_pg.C_620115,NCBI_GNO_928473,scaffold_62,705525,707174,+,KOG1014
GENE:JGI_V11_226869,estExt_fgenesh1_pg.C_630035,NCBI_GNO_102484,scaffold_63,236289,238706,-,KOG2992
GENE:JGI_V11_226872,estExt_fgenesh1_pg.C_630038,NCBI_GNO_136483,scaffold_63,250715,253260,+,KOG2569
GENE:JGI_V11_226924,estExt_fgenesh1_pg.C_630126,NCBI_GNO_228484,scaffold_63,673853,676444,+,0
GENE:JGI_V11_226928,estExt_fgenesh1_pg.C_630130,NCBI_GNO_424483,scaffold_63,682936,684042,+,KOG1308
GENE:JGI_V11_226931,estExt_fgenesh1_pg.C_630133,NCBI_GNO_238484,scaffold_63,688206,690291,+,KOG4674
GENE:JGI_V11_226949,estExt_fgenesh1_pg.C_640066,NCBI_GNO_442484,scaffold_64,565036,566352,-,KOG1987
GENE:JGI_V11_226991,estExt_fgenesh1_pg.C_650084,NCBI_GNO_188494,scaffold_65,586998,591671,-,KOG3657
GENE:JGI_V11_227008,estExt_fgenesh1_pg.C_660037,NCBI_GNO_316494,scaffold_66,240922,242000,-,KOG1015
GENE:JGI_V11_227042,estExt_fgenesh1_pg.C_660119,NCBI_GNO_526493,scaffold_66,776462,778308,+,KOG1458
GENE:JGI_V11_227046,estExt_fgenesh1_pg.C_660123,NCBI_GNO_470494,scaffold_66,782330,784638,+,KOG4052
GENE:JGI_V11_227055,estExt_fgenesh1_pg.C_670009,NCBI_GNO_46504,scaffold_67,57343,60731,-,KOG2084
GENE:JGI_V11_227061,estExt_fgenesh1_pg.C_670022,NCBI_GNO_66504,scaffold_67,90339,91069,-,0
GENE:JGI_V11_227077,estExt_fgenesh1_pg.C_670049,NCBI_GNO_76503,scaffold_67,161219,162480,+,0
GENE:JGI_V11_227082,estExt_fgenesh1_pg.C_670085,NCBI_GNO_184504,scaffold_67,419457,420863,+,KOG0118
GENE:JGI_V11_227096,estExt_fgenesh1_pg.C_670116,NCBI_GNO_168503,scaffold_67,549609,551953,-,KOG2287
GENE:JGI_V11_227100,estExt_fgenesh1_pg.C_670129,NCBI_GNO_226503,scaffold_67,619056,619641,+,0
GENE:JGI_V11_227101,estExt_fgenesh1_pg.C_670135,NCBI_GNO_314504,scaffold_67,642896,646773,-,KOG1856
GENE:JGI_V11_227109,estExt_fgenesh1_pg.C_680013,NCBI_GNO_356504,scaffold_68,132491,134109,+,0
GENE:JGI_V11_227119,estExt_fgenesh1_pg.C_690020,NCBI_GNO_58514,scaffold_69,171436,175366,+,0
GENE:JGI_V11_227122,estExt_fgenesh1_pg.C_690033,NCBI_GNO_80514,scaffold_69,286373,289033,+,KOG1516
GENE:JGI_V11_227136,estExt_fgenesh1_pg.C_690080,NCBI_GNO_214513,scaffold_69,641785,643311,-,0
GENE:JGI_V11_227138,estExt_fgenesh1_pg.C_700004,NCBI_GNO_224514,scaffold_70,10118,11405,+,KOG4293
GENE:JGI_V11_227172,estExt_fgenesh1_pg.C_700123,NCBI_GNO_420513,scaffold_70,535379,536174,+,0
GENE:JGI_V11_227174,estExt_fgenesh1_pg.C_700127,NCBI_GNO_466514,scaffold_70,563873,566702,-,0
GENE:JGI_V11_227204,estExt_fgenesh1_pg.C_720027,NCBI_GNO_140523,scaffold_72,129155,130658,-,KOG2827
GENE:JGI_V11_227209,estExt_fgenesh1_pg.C_720034,NCBI_GNO_160523,scaffold_72,159779,161778,+,KOG1562
GENE:JGI_V11_227224,estExt_fgenesh1_pg.C_720088,NCBI_GNO_366524,scaffold_72,362187,364756,-,KOG1471
GENE:JGI_V11_227229,estExt_fgenesh1_pg.C_720094,NCBI_GNO_380524,scaffold_72,378072,379447,+,0
GENE:JGI_V11_227256,estExt_fgenesh1_pg.C_720143,NCBI_GNO_322523,scaffold_72,582725,584197,+,KOG0150
GENE:JGI_V11_227282,estExt_fgenesh1_pg.C_730059,NCBI_GNO_126533,scaffold_73,524241,525351,+,0
GENE:JGI_V11_22729,gw1.100.93.1,NCBI_GNO_304644,scaffold_100,220829,222396,+,KOG0682
GENE:JGI_V11_227291,estExt_fgenesh1_pg.C_740001,NCBI_GNO_222534,scaffold_74,10694,12677,+,KOG0750
GENE:JGI_V11_227314,estExt_fgenesh1_pg.C_740045,NCBI_GNO_286534,scaffold_74,466331,469252,-,KOG0161
GENE:JGI_V11_227345,estExt_fgenesh1_pg.C_750020,NCBI_GNO_74544,scaffold_75,102758,106455,-,KOG3359
GENE:JGI_V11_227362,estExt_fgenesh1_pg.C_750055,NCBI_GNO_126543,scaffold_75,316647,319359,-,0
GENE:JGI_V11_227363,estExt_fgenesh1_pg.C_750056,NCBI_GNO_112543,scaffold_75,319374,320427,+,KOG3358
GENE:JGI_V11_227378,estExt_fgenesh1_pg.C_750079,NCBI_GNO_166544,scaffold_75,428314,429742,+,0
GENE:JGI_V11_227386,estExt_fgenesh1_pg.C_750089,NCBI_GNO_212543,scaffold_75,447869,451282,+,KOG0481
GENE:JGI_V11_227396,estExt_fgenesh1_pg.C_750100,NCBI_GNO_186544,scaffold_75,487370,497305,+,KOG2248
GENE:JGI_V11_227411,estExt_fgenesh1_pg.C_760017,NCBI_GNO_366543,scaffold_76,68363,70868,-,KOG2581
GENE:JGI_V11_227431,estExt_fgenesh1_pg.C_760043,NCBI_GNO_474543,scaffold_76,225531,227364,+,KOG2619
GENE:JGI_V11_227442,estExt_fgenesh1_pg.C_760064,NCBI_GNO_358544,scaffold_76,397718,401528,+,KOG3510
GENE:JGI_V11_22745,gw1.4.469.1,NCBI_GNO_754044,scaffold_4,1889105,1892193,+,KOG0156
GENE:JGI_V11_227473,estExt_fgenesh1_pg.C_760100,NCBI_GNO_380544,scaffold_76,503581,511576,-,KOG0384
GENE:JGI_V11_227484,estExt_fgenesh1_pg.C_770006,NCBI_GNO_46554,scaffold_77,61793,63362,+,KOG0502
GENE:JGI_V11_227521,estExt_fgenesh1_pg.C_770077,NCBI_GNO_156554,scaffold_77,501327,504008,-,KOG3971
GENE:JGI_V11_227526,estExt_fgenesh1_pg.C_770082,NCBI_GNO_162554,scaffold_77,511047,512828,-,KOG0118
GENE:JGI_V11_227528,estExt_fgenesh1_pg.C_770084,NCBI_GNO_338553,scaffold_77,522908,526103,+,0
GENE:JGI_V11_227532,estExt_fgenesh1_pg.C_770088,NCBI_GNO_346553,scaffold_77,526989,527726,+,KOG0893
GENE:JGI_V11_227538,estExt_fgenesh1_pg.C_770094,NCBI_GNO_168554,scaffold_77,528431,532222,-,KOG2043
GENE:JGI_V11_227567,estExt_fgenesh1_pg.C_790001,NCBI_GNO_36564,scaffold_79,20588,22996,-,KOG0117
GENE:JGI_V11_227569,estExt_fgenesh1_pg.C_790009,NCBI_GNO_60564,scaffold_79,69946,71317,-,KOG3030
GENE:JGI_V11_227571,estExt_fgenesh1_pg.C_790011,NCBI_GNO_64564,scaffold_79,73943,82248,-,KOG1798
GENE:JGI_V11_227578,estExt_fgenesh1_pg.C_790022,NCBI_GNO_56563,scaffold_79,143649,144668,+,0
GENE:JGI_V11_227580,estExt_fgenesh1_pg.C_790024,NCBI_GNO_88564,scaffold_79,161177,162811,-,KOG2227
GENE:JGI_V11_227585,estExt_fgenesh1_pg.C_790031,NCBI_GNO_98563,scaffold_79,211402,212178,+,KOG3167
GENE:JGI_V11_227590,estExt_fgenesh1_pg.C_790050,NCBI_GNO_130564,scaffold_79,289601,293743,+,KOG1513
GENE:JGI_V11_227600,estExt_fgenesh1_pg.C_790069,NCBI_GNO_180563,scaffold_79,379905,381171,+,0
GENE:JGI_V11_227604,estExt_fgenesh1_pg.C_790073,NCBI_GNO_164564,scaffold_79,385003,387548,+,KOG0457
GENE:JGI_V11_227614,estExt_fgenesh1_pg.C_790096,NCBI_GNO_210564,scaffold_79,496997,499059,+,KOG3516
