kog_sub_cat	kog_id	kog_id_desc
K	KOG1548	TranscriptionelongationfactorTAT-SF1
E	KOG1549	CysteinedesulfuraseNFS1
MOT	KOG1550	ExtracellularproteinSEL-1andrelatedproteins
S	KOG1551	Uncharacterizedconservedprotein
R	KOG1552	Predictedalpha/betahydrolase
R	KOG1553	Predictedalpha/betahydrolaseBAT5
OT	KOG1554	COP9signalosomesubunitCSN5
O	KOG1555	26SproteasomeregulatorycomplexsubunitRPN11
O	KOG1556	26SproteasomeregulatorycomplexsubunitRPN8/PSMD7
G	KOG1557	Fructose-biphosphatealdolase
P	KOG1558	Fe2+/Zn2+regulatedtransporter
H	KOG1559	Gamma-glutamylhydrolase
J	KOG1560	Translationinitiationfactor3subunith(eIF-3h)
K	KOG1561	CCAAT-bindingfactorsubunitB(HAP2)
E	KOG1562	Spermidinesynthase
C	KOG1563	MitochondrialproteinSurfeit1/SURF1/SHY1requiredforexpressionofcytochromeoxidase
L	KOG1564	DNArepairproteinRHP57
OW	KOG1565	GelatinaseAandrelatedmatrixmetalloproteases
S	KOG1566	ConservedproteinMo25
F	KOG1567	Ribonucleotidereductasebetasubunit
OU	KOG1568	MitochondrialinnermembraneproteasesubunitIMP2
J	KOG1569	50SribosomalproteinL1
J	KOG1570	60SribosomalproteinL10A
O	KOG1571	PredictedE3ubiquitinligase
V	KOG1572	Predictedproteintyrosinephosphatase
R	KOG1573	Aldehydereductase
W	KOG1574	Predictedcellgrowth/differentiationregulatorcontainsRAdomain
C	KOG1575	Voltage-gatedshaker-likeK+channelsubunitbeta/KCNAB
C	KOG1576	Predictedoxidoreductase
R	KOG1577	Aldo/ketoreductasefamilyproteins
P	KOG1578	Predictedcarbonicanhydraseinvolvedinprotectionagainstoxidativedamage
E	KOG1579	HomocysteineS-methyltransferase
G	KOG1580	UDP-galactosetransporterrelatedprotein
G	KOG1581	UDP-galactosetransporterrelatedprotein
G	KOG1582	UDP-galactosetransporterrelatedprotein
G	KOG1583	UDP-N-acetylglucosaminetransporter
R	KOG1584	Sulfotransferase
U	KOG1585	Proteinrequiredforfusionofvesiclesinvesiculagamma-SNAP
U	KOG1586	Proteinrequiredforfusionofvesiclesinvesiculaalpha-SNAP
Z	KOG1587	Cytoplasmicdyneinintermediatechain
A	KOG1588	RNA-bindingproteinSam68andrelatedKHdomainproteins
S	KOG1589	Uncharacterizedconservedprotein
S	KOG1590	Uncharacterizedconservedprotein
E	KOG1591	Prolyl4-hydroxylasealphasubunit
E	KOG1592	Asparaginase
E	KOG1593	Asparaginase
G	KOG1594	Uncharacterizedenzymesrelatedtoaldose1-epimerase
R	KOG1595	CCCH-typeZn-fingerprotein
A	KOG1596	FibrillarinandrelatednucleolarRNA-bindingproteins
K	KOG1597	TranscriptioninitiationfactorTFIIB
K	KOG1598	TranscriptioninitiationfactorTFIIIBBrf1subunit
Q	KOG1599	Uricase(urateoxidase)
I	KOG1600	Fattyaciddesaturase
K	KOG1601	GATA-4/5/6transcriptionfactors
I	KOG1602	Cis-prenyltransferase
P	KOG1603	Copperchaperone
G	KOG1604	Predictedmutarotase
K	KOG1605	TFIIF-interactingCTDphosphataseincludingNLI-interactingfactor(involvedinRNApolymeraseIIregulation)
H	KOG1606	Stationaryphase-inducedproteinSOR/SNZfamily
U	KOG1607	ProteintransporteroftheTRAM(translocatingchain-associatingmembrane)superfamily
U	KOG1608	ProteintransporteroftheTRAM(translocatingchain-associatingmembrane)superfamily
A	KOG1609	ProteininvolvedinmRNAturnoverandstability
QR	KOG1610	Corticosteroid11-beta-dehydrogenaseandrelatedshortchain-typedehydrogenases
R	KOG1611	Predictedshortchain-typedehydrogenase
J	KOG1612	Exosomal3'-5'exoribonucleasecomplexsubunitRrp42
J	KOG1613	Exosomal3'-5'exoribonucleasecomplexsubunitRrp43
J	KOG1614	Exosomal3'-5'exoribonucleasecomplexsubunitRrp45
E	KOG1615	Phosphoserinephosphatase
G	KOG1616	ProteininvolvedinSnf1proteinkinasecomplexassembly
I	KOG1617	CDP-alcoholphosphatidyltransferase/Phosphatidylglycerol-phosphatesynthase
R	KOG1618	Predictedphosphatase
C	KOG1619	Cytochromeb
KIT	KOG1620	InositolpolyphosphatemultikinasecomponentoftheARGRtranscriptionregulatorycomplex
I	KOG1621	1D-myo-inositol-triphosphate3-kinaseA
F	KOG1622	GMPsynthase
R	KOG1623	Multitransmembraneprotein
J	KOG1624	Mitochondrial/chloroplastribosomalproteinL4
L	KOG1625	DNApolymerasealpha-primasecomplexpolymerase-associatedsubunitB
C	KOG1626	Inorganicpyrophosphatase/NucleosomeremodelingfacsubunitNURF38
J	KOG1627	TranslationelongationfactorEF-1gamma
J	KOG1628	40SribosomalproteinS3A
V	KOG1629	Bax-mediatedapoptosisinhibitorTEGT/BI-1
T	KOG1630	Growthhormone-inducedproteinandrelatedproteins
U	KOG1631	Translocon-associatedcomplexTRAPalphasubunit
R	KOG1632	UncharacterizedPHDZn-fingerprotein
B	KOG1633	F-boxproteinJEMMAandrelatedproteinswithJmjCPHDF-boxandLRRdomains
K	KOG1634	PredictedtranscriptionfactorDATF1containsPHDandTFS2Mdomains
O	KOG1635	Peptidemethioninesulfoxidereductase
L	KOG1636	DNApolymerasedeltaprocessivityfactor(proliferatingcellnuclearantigen)
J	KOG1637	Threonyl-tRNAsynthetase
I	KOG1638	Steroidreductase
I	KOG1639	Steroidreductaserequiredforelongationoftheverylongchainfattyacids
I	KOG1640	Predictedsteroidreductase
O	KOG1641	Mitochondrialchaperonin
A	KOG1642	RibonucleaseT2family
G	KOG1643	Triosephosphateisomerase
A	KOG1644	U2-associatedsnRNPA'protein
O	KOG1645	RING-finger-containingE3ubiquitinligase
J	KOG1646	40SribosomalproteinS6
C	KOG1647	VacuolarH+-ATPaseV1sectorsubunitD
R	KOG1648	UncharacterizedconservedproteincontainsBRKandTBCdomains
BK	KOG1649	SWI-SNFchromatinremodelingcomplexSnf5subunit
P	KOG1650	PredictedK+/H+-antiporter
O	KOG1651	Glutathioneperoxidase
U	KOG1652	MitochondrialimportinnermembranetranslocasesubunitTIM17
L	KOG1653	Single-strandedDNA-bindingprotein
Z	KOG1654	Microtubule-associatedanchorproteininvolvedinautophagyandmembranetrafficking
U	KOG1655	Proteininvolvedinvacuolarproteinsorting
U	KOG1656	Proteininvolvedinglucosederepressionandpre-vacuolarendosomeproteinsorting
K	KOG1657	CCAAT-bindingfactorsubunitC(HAP5)
L	KOG1658	DNApolymeraseepsilonsubunitC
K	KOG1659	Class2transcriptionrepressorNC2alphasubunit(DRAP1)
V	KOG1660	SortingnexinSNX6/TFAF2containsPXdomain
O	KOG1661	Protein-L-isoaspartate(D-aspartate)O-methyltransferase
C	KOG1662	MitochondrialF1F0-ATPsynthasesubunitOSCP/ATP5
Q	KOG1663	O-methyltransferase
C	KOG1664	VacuolarH+-ATPaseV1sectorsubunitE
R	KOG1665	AFH1-interactingproteinFIP2containsBTB/POZdomainandpentapeptiderepeats
U	KOG1666	V-SNARE
R	KOG1667	Zn2+-bindingproteinMelusin/RAR1containsCHORDdomain
K	KOG1668	Elongationfactor1beta/deltachain
J	KOG1669	PredictedmRNAcap-bindingproteinrelatedtoeIF-4E
J	KOG1670	Translationinitiationfactor4Fcap-bindingsubunit(eIF-4E)andrelatedcap-bindingproteins
C	KOG1671	UbiquinolcytochromecreductasesubunitRIP1
OC	KOG1672	ATPbindingprotein
R	KOG1673	RasGTPases
R	KOG1674	Cyclin
R	KOG1675	Predictedcyclin
A	KOG1676	K-homologytypeRNAbindingproteins
R	KOG1677	CCCH-typeZn-fingerprotein
J	KOG1678	60sribosomalproteinL15
I	KOG1679	Enoyl-CoAhydratase
I	KOG1680	Enoyl-CoAhydratase
I	KOG1681	Enoyl-CoAisomerase
I	KOG1682	Enoyl-CoAisomerase
I	KOG1683	Hydroxyacyl-CoAdehydrogenase/enoyl-CoAhydratase
I	KOG1684	Enoyl-CoAhydratase
S	KOG1685	Uncharacterizedconservedprotein
J	KOG1686	Mitochondrial/chloroplastribosomalL21protein
C	KOG1687	NADH-ubiquinoneoxidoreductaseNUFS7/PSST/20kDasubunit
U	KOG1688	GolgiproteinsinvolvedinERretention(RER)
A	KOG1689	mRNAcleavagefactorIsubunit
U	KOG1690	emp24/gp25L/p24familyofmembranetraffickingproteins
U	KOG1691	emp24/gp25L/p24familyofmembranetraffickingproteins
U	KOG1692	PutativecargotransportproteinEMP24(p24proteinfamily)
U	KOG1693	emp24/gp25L/p24familyofmembranetraffickingproteins
J	KOG1694	60sribosomalproteinL6
O	KOG1695	GlutathioneS-transferase
J	KOG1696	60sribosomalproteinL19
J	KOG1697	Mitochondrial/chloroplastribosomalproteinS9
J	KOG1698	Mitochondrial/chloroplastribosomalproteinL19
R	KOG1699	O-acetyltransferase
TZ	KOG1700	RegulatoryproteinMLPandrelatedLIMproteins
T	KOG1701	FocaladhesionadaptorproteinPaxillinandrelatedLIMproteins
Z	KOG1702	Nebulinrepeatprotein
TZ	KOG1703	AdaptorproteinEnigmaandrelatedPDZ-LIMproteins
TZR	KOG1704	FOG:LIMdomain
S	KOG1705	UncharacterizedconservedproteincontainsCXXCmotifs
E	KOG1706	Argininosuccinatesynthase
V	KOG1707	PredictedRasrelated/Rac-GTPbindingprotein
J	KOG1708	Mitochondrial/chloroplastribosomalproteinL24
E	KOG1709	Guanidinoacetatemethyltransferaseandrelatedproteins
R	KOG1710	MYNDZn-fingerandankyrinrepeatprotein
J	KOG1711	Mitochondrial/chloroplastribosomalproteinL22
F	KOG1712	Adeninephosphoribosyltransferases
C	KOG1713	NADH-ubiquinoneoxidoreductaseNDUFS3/30kDasubunit
J	KOG1714	60sribosomalproteinL18
J	KOG1715	Mitochondrial/chloroplastribosomalproteinL12
V	KOG1716	Dualspecificityphosphatase
V	KOG1717	Dualspecificityphosphatase
V	KOG1718	Dualspecificityphosphatase
V	KOG1719	Dualspecificityphosphatase
V	KOG1720	ProteintyrosinephosphataseCDC14
R	KOG1721	FOG:Zn-finger
J	KOG1722	60sribosomalproteinL24
J	KOG1723	60sribosomalproteinL30isolog
O	KOG1724	SCFubiquitinligaseSkp1component
U	KOG1725	Proteininvolvedinmembranetraffic(YOP1/TB2/DP1/HVA22family)
V	KOG1726	HVA22/DP1geneproduct-relatedproteins
DZ	KOG1727	Microtubule-bindingprotein(translationallycontrolledtumorprotein)
J	KOG1728	40SribosomalproteinS11
R	KOG1729	FYVEfingercontainingprotein
O	KOG1730	Thioredoxin-likeprotein
D	KOG1731	FAD-dependentsulfhydryloxidase/quiescinandrelatedproteins
J	KOG1732	60SribosomalproteinL21
U	KOG1733	MitochondrialimportinnermembranetranslocasesubunitTIM13
O	KOG1734	PredictedRING-containingE3ubiquitinligase
Z	KOG1735	Actindepolymerizingfactor
W	KOG1736	Gliamaturationfactorbeta
I	KOG1737	Oxysterol-bindingprotein
F	KOG1738	Membrane-associatedguanylatekinase-interactingprotein/connectorenhancerofKSR-like
TV	KOG1739	Serine/threonineproteinkinaseGPBP
J	KOG1740	Predictedmitochondrial/chloroplastribosomalproteinS17
J	KOG1741	Mitochondrial/chloroplastribosomalproteinS14/S29
J	KOG1742	60sribosomalproteinL15/L27
P	KOG1743	Ferricreductase-likeproteins
B	KOG1744	HistoneH2B
B	KOG1745	HistonesH3andH4
DO	KOG1746	Defenderagainstcelldeathprotein/oligosaccharyltepsilonsubunit
W	KOG1747	Proteintyrosinekinase9/actinmonomer-bindingprotein
CIQ	KOG1748	Acylcarrierprotein/NADH-ubiquinoneoxidoreductaseNDUFAB1/SDAPsubunit
J	KOG1749	40SribosomalproteinS23
J	KOG1750	Mitochondrial/chloroplastribosomalproteinS12
J	KOG1751	60sribosomalproteinL23
O	KOG1752	Glutaredoxinandrelatedproteins
J	KOG1753	40SribosomalproteinS16
J	KOG1754	40SribosomalproteinS15/S22
Z	KOG1755	Profilin
B	KOG1756	Histone2A
B	KOG1757	Histone2A
C	KOG1758	MitochondrialF1F0-ATPsynthasesubunitdelta/ATP16
V	KOG1759	Macrophagemigrationinhibitoryfactor
O	KOG1760	MolecularchaperonePrefoldinsubunit4
U	KOG1761	SignalrecognitionparticlesubunitSrp14
J	KOG1762	60sacidicribosomalproteinP1
R	KOG1763	UncharacterizedconservedproteincontainsCCCH-typeZn-finger
C	KOG1764	5'-AMP-activatedproteinkinasegammasubunit
J	KOG1765	Regulatorofribosomesynthesis
R	KOG1766	Enhancerofrudimentary
J	KOG1767	40SribosomalproteinS25
J	KOG1768	40sribosomalproteinS26
O	KOG1769	Ubiquitin-likeproteins
J	KOG1770	Translationinitiationfactor1(eIF-1/SUI1)
MO	KOG1771	GPI-alpha-mannosyltransferaseIII(GPI10/PIG-B)involvedinglycosylphosphatidylinositolanchorbiosynthesis
C	KOG1772	VacuolarH+-ATPaseV1sectorsubunitG
R	KOG1773	Stressresponsiveprotein
A	KOG1774	SmallnuclearribonucleoproteinE
A	KOG1775	U6snRNA-associatedSm-likeprotein
T	KOG1776	Zn-bindingproteinPush
R	KOG1777	PutativeZn-fingerprotein
K	KOG1778	CREBbindingprotein/P300andrelatedTAZZn-fingerproteins
J	KOG1779	40sribosomalproteinS27
A	KOG1780	SmallNuclearribonucleoproteinG
A	KOG1781	SmallNuclearribonucleoproteinsplicingfactor
A	KOG1782	SmallNuclearribonucleoproteinsplicingfactor
A	KOG1783	SmallnuclearribonucleoproteinF
A	KOG1784	SmallNuclearribonucleoproteinsplicingfactor
V	KOG1785	TyrosinekinasenegativeregulatorCBL
TU	KOG1786	LysosomaltraffickingregulatorLYSTandrelatedBEACHandWD40repeatproteins
U	KOG1787	KinaseA-anchorproteinNeurobeachinandrelatedBEACHandWD40repeatproteins
S	KOG1788	Uncharacterizedconservedprotein
UO	KOG1789	EndocytosisproteinRME-8containsDnaJdomain
J	KOG1790	60sribosomalproteinL34
S	KOG1791	Uncharacterizedconservedprotein
U	KOG1792	Reticulon
S	KOG1793	Uncharacterizedconservedprotein
G	KOG1794	N-Acetylglucosaminekinase
A	KOG1795	U5snRNPspliceosomesubunit
U	KOG1796	Vacuolarproteinsorting-associatedprotein
S	KOG1797	Uncharacterizedconservedprotein(Neuroblastoma-amplifiedprotein)
L	KOG1798	DNApolymeraseepsiloncatalyticsubunitA
F	KOG1799	Dihydropyrimidinedehydrogenase
F	KOG1800	Ferredoxin/adrenodoxinreductase
A	KOG1801	tRNA-splicingendonucleasepositiveeffector(SEN1)
A	KOG1802	RNAhelicasenonsensemRNAreducingfactor(pNORF1)
L	KOG1803	DNAhelicase
A	KOG1804	RNAhelicase
L	KOG1805	DNAreplicationhelicase
L	KOG1806	DEADboxcontaininghelicases
L	KOG1807	Helicases
R	KOG1808	AAAATPasecontainingvonWillebrandfactortypeA(vWA)domain
U	KOG1809	Vacuolarproteinsorting-associatedprotein
D	KOG1810	Cellcycle-associatedprotein
R	KOG1811	PredictedZn2+-bindingproteincontainsFYVEdomain
O	KOG1812	PredictedE3ubiquitinligase
O	KOG1813	PredictedE3ubiquitinligase
O	KOG1814	PredictedE3ubiquitinligase
O	KOG1815	PredictedE3ubiquitinligase
O	KOG1816	Ubiquitinfusion-degradationprotein
A	KOG1817	Ribonuclease
TU	KOG1818	MembranetraffickingandcellsignalingproteinHRScontainsVHSandFYVEdomains
R	KOG1819	FYVEfinger-containingproteins
Z	KOG1820	Microtubule-associatedprotein
S	KOG1821	Uncharacterizedconservedprotein
S	KOG1822	Uncharacterizedconservedprotein
V	KOG1823	DRIM(Down-regulatedinmetastasis)-likeproteins
R	KOG1824	TATA-bindingprotein-interactingprotein
R	KOG1825	Fry-likeconservedproteins
V	KOG1826	RasGTPaseactivatingproteinRasGAP/neurofibromin
BK	KOG1827	ChromatinremodelingcomplexRSCsubunitRSC1/Polybromoandrelatedproteins
K	KOG1828	IRF-2-bindingproteinCELTIX-1containsBROMOdomain
T	KOG1829	UncharacterizedconservedproteincontainsPHandRUNdomains
Z	KOG1830	WiskottAldrichsyndromeproteins
K	KOG1831	Negativeregulatoroftranscription
D	KOG1832	HIV-1Vpr-bindingprotein
YU	KOG1833	Nuclearporecomplexgp210component
W	KOG1834	Calsyntenin
S	KOG1835	Uncharacterizedconservedprotein
W	KOG1836	ExtracellularmatrixglycoproteinLamininsubunitsalphaandgamma
S	KOG1837	Uncharacterizedconservedprotein
R	KOG1838	Alpha/betahydrolase
R	KOG1839	UncharacterizedproteinCLU1/cluA/TIF31involvedinalsofoundassociatedwitheIF-3
Z	KOG1840	Kinesinlightchain
V	KOG1841	Smadanchorforreceptoractivation
R	KOG1842	FYVEfinger-containingprotein
S	KOG1843	Uncharacterizedconservedprotein
R	KOG1844	PHDZn-fingerproteins
D	KOG1845	MORCfamilyATPases
U	KOG1846	UncharacterizedconservedproteincontainsSec7domain
A	KOG1847	mRNAsplicingfactor
S	KOG1848	Uncharacterizedconservedprotein
D	KOG1849	Regulatorofspindlepolebodyduplication
Z	KOG1850	Myosin-likecoiled-coilprotein
S	KOG1851	Uncharacterizedconservedprotein
D	KOG1852	Cellcycle-associatedprotein
Z	KOG1853	LIS1-interactingproteinNUDE
M	KOG1854	Mitochondrialinnermembraneprotein(mitofilin)
R	KOG1855	PredictedRNA-bindingprotein
A	KOG1856	TranscriptionelongationfactorSPT6
K	KOG1857	TranscriptionaccessoryproteinTEXcontainsS1domain
DO	KOG1858	Anaphase-promotingcomplex(APC)subunit1(meioticcheckpointregulator/Tsg24)
R	KOG1859	Leucine-richrepeatproteins
UD	KOG1860	Nuclearproteinexportfactor
K	KOG1861	Leucinepermeasetranscriptionalregulator
R	KOG1862	GYFdomaincontainingproteins
O	KOG1863	Ubiquitincarboxyl-terminalhydrolase
O	KOG1864	Ubiquitin-specificprotease
O	KOG1865	Ubiquitincarboxyl-terminalhydrolase
O	KOG1866	Ubiquitincarboxyl-terminalhydrolase
O	KOG1867	Ubiquitin-specificprotease
O	KOG1868	UbiquitinC-terminalhydrolase
A	KOG1869	SplicingcoactivatorSRm160/300subunitSRm300
O	KOG1870	UbiquitinC-terminalhydrolase
O	KOG1871	Ubiquitin-specificprotease
O	KOG1872	Ubiquitin-specificprotease
O	KOG1873	Ubiquitin-specificprotease
K	KOG1874	KEKE-likemotif-containingtranscriptionregulator(Rlr1)/suppressorofsin4
K	KOG1875	Thyroidhormonereceptor-associatedcoactivatorcomplexcomponent(TRAP170)
Z	KOG1876	Actin-relatedproteinArp2/3complexsubunitARPC4
R	KOG1877	Putativetransmembraneproteincmp44E
K	KOG1878	NuclearreceptorcoregulatorSMRT/SMRTERcontainsMyb-likedomains
G	KOG1879	UDP-glucose:glycoproteinglucosyltransferase
R	KOG1880	Nuclearinhibitorofphosphatase-1
R	KOG1881	AnionexchangeradaptorproteinKanadaptincontainsFHAdomain
T	KOG1882	TranscriptionalregulatorSNIP1containsFHAdomain
K	KOG1883	CofactorrequiredforSp1transcriptionalactivatiosubunit3
S	KOG1884	Uncharacterizedconservedprotein
J	KOG1885	Lysyl-tRNAsynthetase(classII)
K	KOG1886	BAHdomainproteins
O	KOG1887	Ubiquitincarboxyl-terminalhydrolase
I	KOG1888	Putativephosphoinositidephosphatase
I	KOG1889	Putativephosphoinositidephosphatase
I	KOG1890	PhosphoinositidephosphataseSAC1
R	KOG1891	ProlinebindingproteinWW45
Z	KOG1892	Actinfilament-bindingproteinAfadin
S	KOG1893	Uncharacterizedconservedprotein
S	KOG1894	Uncharacterizedconservedprotein
A	KOG1895	mRNAcleavageandpolyadenylationfactorIIcomplexsubunitPTA1
A	KOG1896	mRNAcleavageandpolyadenylationfactorIIcomplexsubunitCFT1(CPSFsubunit)
L	KOG1897	Damage-specificDNAbindingcomplexsubunitDDB1
A	KOG1898	Splicingfactor3bsubunit3
R	KOG1899	LARtransmembranetyrosinephosphatase-interactingproteinliprin
YU	KOG1900	NuclearporecomplexNup155coscNup157/Nup170)
R	KOG1901	Uncharacterizedhigh-glucose-regulatedprotein
TA	KOG1902	PutativesignaltransductionproteininvolvedinRNAsplicing
D	KOG1903	Cellcycle-associatedprotein
K	KOG1904	Transcriptioncoactivator
BK	KOG1905	ClassIVsirtuins(SIR2family)
L	KOG1906	DNApolymerasesigma
F	KOG1907	Phosphoribosylformylglycinamidinesynthase
A	KOG1908	Ribonucleaseinhibitortypeleucine-richrepeatproteins
AYT	KOG1909	RanGTPase-activatingprotein
S	KOG1910	Uncharacterizedconservedprotein
B	KOG1911	Heterochromatin-associatedproteinHP1andrelatedCHROMOdomainproteins
R	KOG1912	WD40repeatprotein
K	KOG1913	Regucalcingenepromoterregion-relatedprotein(RGPR)
A	KOG1914	mRNAcleavageandpolyadenylationfactorIcomplexsubunitRNA14
D	KOG1915	Cellcyclecontrolprotein(crookedneck)
R	KOG1916	NuclearproteincontainsWD40repeats
R	KOG1917	Membrane-associatedhematopoieticprotein
L	KOG1918	3-methyladenineDNAglycosidase
A	KOG1919	RNApseudouridylatesynthases
K	KOG1920	IkappaBkinasecomplexIKAPcomponent
L	KOG1921	EndonucleaseIII
TZ	KOG1922	RhoGTPaseeffectorBNI1andrelatedformins
TZ	KOG1923	Rac1GTPaseeffectorFRL
TZ	KOG1924	RhoAGTPaseeffectorDIA/Diaphanous
TZ	KOG1925	Rac1GTPaseeffectorFHOS
K	KOG1926	PredictedregulatorofrRNAgenetranscription(MYB-bindingprotein)
K	KOG1927	R-kappa-Bandrelatedtranscriptionfactors
G	KOG1928	Alpha-14-N-acetylglucosaminyltransferase
L	KOG1929	NucleotideexcisionrepairfactorNEF2RAD4/CUT5component
TZ	KOG1930	FocaladhesionproteinTensincontainsPTBdomain
R	KOG1931	Putativetransmembraneprotein
K	KOG1932	TATAbindingproteinassociatedfactor
I	KOG1933	Cholesteroltransportprotein(Niemann-PickCdiseaseprotein)
R	KOG1934	Predictedmembraneprotein(patchedsuperfamily)
T	KOG1935	MembraneproteinPatched/PTCH
J	KOG1936	Histidyl-tRNAsynthetase
S	KOG1937	Uncharacterizedconservedprotein
D	KOG1938	Proteinwithpredictedinvolvementinmeiosis(GSG1)
E	KOG1939	Oxoprolinase
R	KOG1940	Zn-fingerprotein
W	KOG1941	Acetylcholinereceptor-associatedproteinofthesynapse(rapsyn)
L	KOG1942	DNAhelicaseTBP-interactingprotein
O	KOG1943	Beta-tubulinfoldingcofactorD
R	KOG1944	PeroxisomalmembraneproteinMPV17andrelatedproteins
T	KOG1945	Proteinphosphatase1bindingproteinspinophilin/neurabinII
K	KOG1946	RNApolymeraseItranscriptionfactorUAF
R	KOG1947	LeucinerichrepeatproteinssomeproteinscontainF-box
O	KOG1948	Metalloproteinase-relatedcollagenasepM5
S	KOG1949	Uncharacterizedconservedprotein
G	KOG1950	Glycosyltransferasefamily8-glycogenin
J	KOG1951	GTP-bindingproteinAARP2involvedin40Sribosomebiogenesis
K	KOG1952	TranscriptionfactorNF-X1containsNFX-typeZn2+-bindingandR3Hdomains
U	KOG1953	Targetingcomplex(TRAPP)subunit
TU	KOG1954	Endocytosis/signalingproteinEHD1
U	KOG1955	Ral-GTPaseeffectorRALBP1
L	KOG1956	DNAtopoisomeraseIIIalpha
L	KOG1957	DNAtopoisomeraseIIIbeta
G	KOG1958	Glycosylhydrolasefamily38-alpha-mannosidase
G	KOG1959	Glycosylhydrolasefamily38-alpha-mannosidase
A	KOG1960	PredictedRNA-bindingproteincontainsKHdomains
UZ	KOG1961	VacuolarsortingproteinVPS52/suppressorofactinSac2
V	KOG1962	B-cellreceptor-associatedproteinandrelatedproteins
R	KOG1963	WD40repeatprotein
YU	KOG1964	NuclearporecomplexrNup107component(scNup84)
P	KOG1965	Sodium/hydrogenexchangerprotein
P	KOG1966	Sodium/hydrogenexchangerprotein
LK	KOG1967	DNArepair/transcriptionproteinMms19
L	KOG1968	ReplicationfactorCsubunitRFC1(largesubunit)
DL	KOG1969	DNAreplicationcheckpointproteinCHL12/CTF18
DL	KOG1970	CheckpointRAD17-RFCcomplexRAD17/RAD24component
O	KOG1971	Lysylhydroxylase
S	KOG1972	Uncharacterizedconservedprotein
B	KOG1973	ChromatinremodelingproteincontainsPHDZn-finger
L	KOG1974	DNAtopoisomeraseI-interactingprotein
A	KOG1975	mRNAcapmethyltransferase
I	KOG1976	Inositolpolyphosphate5-phosphatasetypeI
L	KOG1977	DNAmismatchrepairprotein-MLH3family
L	KOG1978	DNAmismatchrepairprotein-MLH2/PMS1/Pms2family
L	KOG1979	DNAmismatchrepairprotein-MLH1family
S	KOG1980	Uncharacterizedconservedprotein
T	KOG1981	SOK1kinasebelongingtotheSTE20/SPS1/GCkinasefamily
L	KOG1982	Nuclear5'-3'exoribonuclease-interactingproteinRai1p
U	KOG1983	TomosynandrelatedSNARE-interactingproteins
U	KOG1984	VesiclecoatcomplexCOPIIsubunitSFB3
U	KOG1985	VesiclecoatcomplexCOPIIsubunitSEC24/subunitSFB2
U	KOG1986	VesiclecoatcomplexCOPIIsubunitSEC23
DR	KOG1987	Speckle-typePOZproteinSPOPandrelatedproteinsMATHandBTB/POZdomains
S	KOG1988	Uncharacterizedconservedprotein
T	KOG1989	ARKproteinkinasefamily
L	KOG1990	Poly(A)-specificexoribonucleasePARN
YU	KOG1991	NucleartransportreceptorRANBP7/RANBP8(importinbetasuperfamily)
YU	KOG1992	NuclearexportreceptorCSE1/CAS(importinbetasuperfamily)
YU	KOG1993	NucleartransportreceptorKAP120(importinbetasuperfamily)
A	KOG1994	PredictedRNAbindingproteincontainsG-patchandZn-fingerdomains
R	KOG1995	ConservedZn-fingerprotein
A	KOG1996	mRNAsplicingfactor
T	KOG1997	PHdomain-containingprotein
T	KOG1998	SignalingproteinDOCK180
K	KOG1999	RNApolymeraseIItranscriptionelongationfactorDSIF/SUPT5H/SPT5
Z	KOG2000	Gamma-tubulincomplexDGRIP91/SPC98component
Z	KOG2001	Gamma-tubulincomplexDGRIP84/SPC97component
P	KOG2002	TPR-containingnuclearphosphoproteinthatregulatesK(+)uptake
R	KOG2003	TPRrepeat-containingprotein
O	KOG2004	MitochondrialATP-dependentproteasePIM1/LON
O	KOG2005	26SproteasomeregulatorycomplexsubunitRPN1/PSMD2
R	KOG2006	WD40repeatprotein
J	KOG2007	Cysteinyl-tRNAsynthetase
T	KOG2008	BTK-associatedSH3-domainbindingproteinSAB
K	KOG2009	TranscriptioninitiationfactorTFIIIBBdp1subunit
